text,y
깨끗하고 깔끔했습니다. 가족여행 시 이용하면 좋을 것 같아요. 식사도 괜찮고 직원도 친절해서 정말 좋아요.  전망도 한라산과 곽지해변을 다 볼 수 있어서 너무 좋았습니다. 특히 리조트 입구로 들어가는 길에서 제주의 향기를 물씬 느낄 수 있어서 좋았어요. ,3
"호텔 방은 크고 넓고 깨끗합니다. 욕실은 크고 깨끗하고 샤워시설도 잘 작동합니다. 무더위 에 에어컨이 있다. 미국의 작은 방에서 좋은 전망을 즐길 수 있어 옷을 수 있습니다. 다만 한 가지는 열이 매우 눈에 띄는 현지 농장 비료 는 냄새가 났다. 베란다 문 열자마자 걷다 보면, 냄새가 나면 순간. 전반적으로 좋은 경험이었습니다!",3
"제주도에 한 기본적인 호텔. 방은 괜찮았지만, 수리가 필요하지만 조금. 우리는 먼저 제안함 에도 예약할 수 있는 발코니 없는 방이 있었습니다. 그들이 우리 방에 발코니가 있는 하루 밤 보낸 후 하나의.  바베큐 식당은 아주 좋습니다. 시설과 대형 수영장과 가족 활동 때문.",2
"호스텔: 목조 주택. 너무 아름다워. 그것은 사랑스러운 분위기가 있습니다. 나는 그 집을 너무 아름다워서 한 밤 더 머물렀다. 깨끗합니다. 충분히 큰 기숙사. 수건은 매일 바뀌 었습니다. 손님에게 충분한 샤워. 아침 식사는 기본이지만 괜찮습니다. 사랑스러운 정원이 있습니다. 호스트와 그의 어머니는 정말 좋았어. 나는 유일한 외국인 손님이었다. 한국인도이 영빈관을 좋아하는 것 같습니다. 위치 : 근사하지만 좋은 곳은 아닙니다. 더 많은 서쪽에 위치하여 일부 agencys는 호스텔이 픽업하기에는 너무 멀기 때문에 동쪽 코스 투어에 참가하는 것을 허용하지 않습니다. 글쎄, 나는 픽업 지점에 가서 괜찮 았어. 시내까지 버스로 30 분 이상 걸립니다. 더 나은 차를 타십시오. 싸다. 국제 운전 면허증이 필요해.",3
"비수기엔 특가가 많이 나오길래 저렴하게 선택했는데  가성비가 짱입니다.  넓고 난방잘되고 온수/수압좋고 와이파이 빵빵하고.. 기본적으로 있을 것들은 다 있고 잘 되어 있습니다.  위치도 관덕정 정류장에서 300m, 동문시장에서 600m 정도인데 주변에 식당, 편의점도 많고 메가박스도 있네요.. 이 정도 가격에 최상인 듯..  단점은 침대 메트리스.. 저는 예비이불하나 더 깔고 잤습니다. ",3
제주국제공항 근처의 시내 호텔로 객실내 크기가 넓직하고 깔끔하나 욕실은 욕조가 없고 작은 편이라 좀 아쉽네요 호텔 근처에 시장도 있고 현지 맛집들도 있어 관광하기 편리한 위치에 있는 호텔이랍니다,3
방이 생각보다 넓었고 시설도 깨끗한 편입니다. 다만 외부 벽이 하나라 외부소음이 들릴수 있고 TV가 작은게 좀 아쉽습니다. 그리고 주기적으로 돌아가는 냉장고 소음이 배치된 위치때문인지 방 전체를 울려서 처음엔 공사소음인줄 알고 잠을 설쳤습니다. 이런 사소한 부분빼면 위치도 괜찮고 전체적으로 만족스러웠습니다.,3
시설이 으리으리하진 않지만 깔끔하고 방이 넓었고 취사시설도 있어서 편했어요 탑동 근처라 구제주쪽 맛집가기도 편했고 공항도 가까웠습니다 ,3
"늦은 비행기 잠깐 자고 갈 비지니스호텔입니다. 룸바닥이 매우 미끄럽습니다. 조심~ 제주공항에서 택시비 4,000원 아침으로 유명해장국집이 5분거리에 있습니다. 저녁때 한잔먹을 술집도 근처에 있어 좋습니다. 룸안에 조리시설은 있으나 그릇  수저 젓가락 등은 없어요.사드세요.",2
"Aewol에 머무르는 최고의 장소. 위치는 숨 막히다. 그것의 자신의 연금에서 바다를 마주보고 있습니다. 연금은 넓고 4 인분으로 충분합니다. 이 건물에서는 요리가 허용되지만, 연금 지역 밖에있는 지정된 지역에 쓰레기와 쓰레기를 버려야한다는 사실을 일깨워줍니다. Aewol에서 가장 좋은 바다 경치와 함께 추천합니다.",3
"출발 전 - 예약을 통해 5 박 동안 예약했습니다. co.kr에서 여행 3 개월 전에 도착하기 전에 일정 금액을 입금해야했습니다. 그러나 제공되는 계정 세부 정보는 충분하지 않았으며 언어 장벽으로 인해 프로세스가 크게 방해되었지만 결국 체크인을 한 후에는 전체 비용을 지불 할 수있었습니다 ().  체크인 - 위치는 공항에서 약 15km 떨어진 곳에 위치하고 있으며 연금에는 멋진 바다 전경이 있습니다. 연금에가는 도중에, 일부 식료품 쇼핑을위한 주요 도로에 위치한 지역 슈퍼마켓이있었습니다. 체크인 절차는 순조 롭지 만 사무실이 실제로 지하에 있었기 때문에 처음에는 사무실을 찾을 수 없었습니다 (강한 바람으로부터 자신을 보호 할 수있는 좋은 장소). 도로에 몇 개의 주차장이 있었고, 모든 손님에게 충분한 도로가있었습니다. 우리 연금은 101 명의 방이 었는데 성인 2 명과 10 살과 7 살의 어린이 2 명을위한 최고의 장소였습니다. 그들은 우리가 요리하는데 필요한 모든 것을 가지고있었습니다. 주방 용품, 밥솥 등을 제외하고는 DAISO 근처의 산토 리니 연금 (Santorini Pension)에서 약 3km 거리에있는 인근 24 시간 동전 세탁기를 쉽게 사용할 수있는 세탁기와 건조기를 제외합니다.  그러나 우리에게는 약간의 결함이있었습니다. 우리 제 3의 밤에, 우리는 자동 자물쇠 열쇠가 기능적이 아 녔던 것을 알기 위해 집으로 돌아갔다. 그리고 기술자가 마침내 화장실 창문을 통하여 등을 발로 열기 전에 약 30 분 밖에 기다려야했다, 여전히 작동하지 않습니다. 그들은 우리의 소풍 도중 그",3
"금능해수욕장에 편의점이 이 펜션 1층밖에 없어요! 금능해수욕장에서 제일 가깝기도 하구요~  방도 넓긴 하지만, 오래된 펜션이라 감안하고 성수기에 비해 저렴한 가격에 묵었네요!  주인분들 친절한 편이고, 수건 교체도 바로 원하는만큼 해주시고, 1층에 세탁기 이용도 가능했어요! ",2
"최고의 호스텔이나 저렴한 한국에서 12일 장변이. 제주도에 있는 아주 짧은 기간 동안, 우리 차를 가지고 있어 후에 공항에서 내려서, 운전을 하는 곳입니다. 할 거라고 생각하지 않는 도시에서 멀리 떨어져 어, 약 한 시간 반 에서 야간 드라이브 낮은 가시성, 바다가 보이는 것은 사실이긴 하지만, 아침에 신선한 바람을 상상할 수 있는 아름다운, 그 새를 축하 곡, 일부 시걸즈 아마, 즉시 취할 수 있는 이미 느낄 수 있었다. 그 어떤 휴가 합니다!   우리는 너무 나쁜 하나의 짧은 밤을 묵었습니다.  하지만 직원들은 말 그대로 영어 (아주) 가난한, 한 신체 언어 인치자를. 이 때 여행을 한다면 재미있는 부분이 지?",3
"Остановились здесь, так как недалеко пляж Хепчдже. Номер очень большой, чистый. В номере есть кухня, очень удобно приготовить, например, завтрак. Персонал доброжелательный и услужливый, правда не говорит по английски, но это не стало большой помехой. Есть небольшой магазинчик. В пяти минутах парк Халлим.",3
"Great and clean room. Ondol floor is ready when we are checking in making us feel very warm from the cold weather outside. The corner room in the Suite able to view 2 different types of awesome beach/sea view. The beautiful sound of wave making me do not wish to close the window at this cold weather. There also a car park for the vehicle behind the hotel. The convenient store is just at the ground floor of the hotel, it is very convenient to everything. However, the owner cannot understand English, if you do not have any request, you may consider this hotel. The restaurant along the main road are close very early. It may hard to find the food after 9pm.",3
"위치는 좋지만 룸컨디션은 별로예요. 구석구석 먼지도 많도, 리뷰보고 이용했는데 사진과 다른 룸에 매우 실망했습니디. 직원들은 사무적이고 별로 친절하지 않습니디. 다시 이용할 일은 없을 듯 합니다",1
"곽지 해수욕장 바로 앞이라 뷰가 정말 좋습니다.  편의점, 맛집 등 가깝고 여행하기 좋은 곳입니다.  1층 로비에 오픈된 공간에서 바다보며 맥주 한잔 하는 것도 좋습니다. 룸도 청결했습니다.  재방문 의사 있습니다. ",3
"씨뷰만 훌륭한 호텔. 4월초 바닷가 앞이라 썰렁할 때인데 중앙난방 방식이라면서, 난방을 끄고 에어컨을 켰다고 했음. 그래서 밤에 많이 추웠음. 난방 불가라고 함.  룸 바닥의 카펫은 청소가 안되는지 남편과 아이가 계속 재체기 하고 2박째에는 콧물나기 시작했음. 3명 예약했는데 모든 애머니티(수건,슬리퍼,칫솔등)는 2명꺼만 준비 되어있음.",1
가격대비 인테리어가 멋진 숙소입니다 지어짅 얼마 안되어 매우 깨끗하고.. 그렇게 넓은 편은 아니지만 바닥도 나무재질이고 짙은 색상의 모던한 인테리어가 인상깊었습니다 호텔에서 5분 거리에 바로 아이들이 놀기좋다는 곽지해수욕장이 있었느나 아쉽게도 태풍시즌이라 모래바람 사이에서 사진한장 겨우 건져왔습니다 룸서비스는 없었고 조식만 가능하나 건너편에 쌀국수 잘하는 집이 있어서 거기로 갔습니다,3
5만원 안쪽에 특급호텔 시설을 바라는 분들이 꽤 많네요. 비수기라 저렴하게 이용했고 곽지과물해변과 가까워서 좋았습니다. 조금만 걸어가면 해변과 식당이 있어서 괜찮았어요. 다만 내부가 깔끔하게 정돈된 느낌은 아니라 청결에 신경썼음 더 좋았을 것 같아요.,3
왼쪽으로나가서 오른쪽으로 가면 3분안에 번화가가 나오는데 호텔위치는 정말 신기하게 조용합니다. 밤에 뭐먹으러 가기도 좋고 교통도 편하다는게 가장장점이였네요 ㅎㅎㅎ 조식은 늦게와서 못먹었다는게 함정 ㅠㅠ,3
제주도에 갔을 때 여기에 머물렀는데 방이 깨끗하고 넓어서 좋았어요!! 조식도 맛있게 나오는 편이구요ㅎㅎ 한식이랑 양식이 다 있어서 좋았어요!!,3
"깨끗,,깔끔 ,,친절해요 너무 좋은 선택이었어요  직원들이 정말 친절해요  공항과 가깝고 교통 행정 쇼핑의 최상의 위치에 있네요. 주차장과 로비가 좀 작지만 직원들의 친절과 배려에 안전하게 마음놓고 쉬다갑니다.",3
비수기라 그런지 가격이 싸네요 조식도 먹을것만있어 알차고 커피가 대박 케냐커피든가 싱글오리진 합리적인 선택이었네요 5일동안 제주여행에서 가성비최강이네요 공항인근이라 추천합니다,3
가성비굳! 새로오픈한호텔이여서 깨끗하고 편안하다 공항이랑도가깝고  편의시설도 주변에있고 조식도  맛있었다!,3
공항에서 25분 거리에 대도로변에 위치하고 있어서 밤에 도착했는데도 한눈에 보여서 쉽게 찾았어요. 리조트인데 거의 호텔급 침구로 너무 깨끗했구요 아기랑 왔는데 전동차에 수상자전거 놀이터 즐길게 너무 많아서 결국 퇴실하고 한시간을 넘게 놀았네요. 다음에 와도 여기 올거 같아요 리조트 안에 놀거리가 너무 많아서 좋아요,3
객실도 깨끗하고 넓고 직원도 친절함 장난감차 타는 아이들이 많이 좋아라함  딱히 불편한점도 없음. 실내 바비큐장은 고기집 같아  식당에서 먹는 거 같이 좋았음.,3
"Ubytování ve vlastním domě s oddělenými pokoji pro muže a ženy. S manželkou jsme pro sebe dostali malý pokojíček s palandou Veškeré vybavení je k dispozici a dle libosti si můžete dát čaj, kávu atd. Pan majitel je velmi mílý a moc ochotný, mluví anglicky a ráno udělá snídani. V přízemí má společenskou místnost  s pianem, tahací harmonikou, kde se smí pít alkohol.",3
조용한 숙소와 편한 잠자리~ 아침에 사장님의 멋진 토스트와 사과!! 제주도의 가을은 여기서 제대로 정리했습니다,3
"우리가 예약한 트윈 룸, 트리플 룸 이지만 호스트에서 우리를 보자. 방은 크고 만족하는 방에서 자유롭게 이동할 수 있습니다. 위치는 정말 행복했고 로컬 주거 지역 내 동생 "" 블렌드는 주민들은 "" 한; ) 전반적으로 깨끗함이 좋은 곳에 있었고, 매일 청소가 되긴 하지만. 저와 제 동생은 그가 따뜻하게 인사 하고 도움이 되었습니다. 그 를 보자 우리의 옷 도 한 천으로 랙 건조한 방. 그는 한국어를 잘 도 주인이 하는 말, 중국어 및 일본어, 영어를 조금 만. 하지만, 그의 영어 실력도 꽤 좋은 문제가 없습니다. 제주도에 다시 온다면 미래. 이 호텔에 올 다시 오 설명하겠습니다. 좋은 작업을 계속 하십시오.",3
"We took standards twin - which located at the second floor. the room is huge with plenty space to put luggage. large bathroom also. Air-cond/ heater, water heater, jug kettle is provided. No lift in the buildings, so if you have big and heavy bags its quite hassle to carry in steep and narrow staircase.  the staff were friendly and very helpful for all your needs and complaints.",3
"We stayed here overnight after arriving late to Jeju by plane. It cost about ￦8,000 to take a taxi here. The room is a standard one room apartment with no kitchen, refrigerator, and wet bath. It was a good place to stay, but there aren't many attractions nearby.",2
"Molto scenografica la piscina in camera con vista mare, camera pulita ma per il prezzo forse mi sarei aspettata di non trovare dei dettagli fuori posto tipo, mattonella mancante nel bordo piscina, pavimento con dei rattoppi in un angolo e fili della corrente penzolanti nel comodino. a parte questi dettagli la struttura ha un alto potenziale!",2
狭才海水浴場を利用するために3泊4日で滞在しました。お部屋はシービュールームを予約したのですが、最上階のお部屋で窓一面に海が広がる素晴らしい景色が見れました。天候が悪い日もあったのですが、この景色のおかげで旅行気分が楽しめました。 お部屋は広々としていて快適です。バスルームがコンパクトですが、この眺めがあるので許容できました。ホテルの施設はルーフトップにある景色が見えるベンチのみですが、建物内にはコンビニとカフェがあるのでちょっとした飲食や必要なものの買い物には困りません。日本語が話せるスタッフがいるのは助かりました。英語は殆ど通じません。 向かいがすぐに海水浴場なので、いつでもふらりと海水浴を楽しんだり、海辺を散策したりとビーチを存分に楽しむことができました。,3
"Hyeopjae Beach 맞은 편에 위치하여 멋진 전망을 제공합니다. 호텔 근처에서 식사 장소가 있습니다. 직원도 친절합니다. 내가 예약 한 방에는 커다란 창문이있는 해변을 향한 방 안에 거대한 ""욕조""가있다. 너무 실용적이지는 않지만 아들은 그것을 좋아합니다. 그렇게 실용적이지 않은 한 가지는 샤워 공간입니다. 샤워 후에 화장실 바닥이 젖어 있습니다. 내가 머물렀던 방에는 마모의 흔적이있다. 호텔 바로 맞은 편에 무료 주차장이 있습니다. 우리가 단지 1 박 동안 머물렀던 것에 따라 총체적으로 그것은 멋진 체재 다.",3
"직원 분들도 친절하고, 숙소도 깨끗했고, 조식도 좋았습니다. 바다도 가깝고 서우봉 산책도 걸어서 할 수 있는 거리어서 좋았어요. 루프탑 수영장도 가족들과 놀기 좋았습니다.",3
"This place was fine, however the pictures were a bit misleading. A little more run down and more like a backpacker motel. The beds were uncomfortable and the room was musty with the floor peeling in spots.  The manager was very nice with great English and lots of recommendations. It was very easy to get around by bus and was the starting point of an awesome East Jeju Nature tour bus line, the 810. This island is beautiful and the stay here was fine, just different than expected.",2
"Мы жили неделю в этом отеле, нам понравилось. Номер был в корейском стиле: деревянные стены и потолок, низко повешенное зеркало в комнате. Но с кроватью, точнее с двумя сдвинутыми, очень удобными. Спать в таком номере прекрасно: тихо и очень комфортно. Как на даче в пригороде. Хозяин англоговорящий, очень приятный молодой человек, каждый день общался с нами, помогал с выбором мест для ужина и пр. Отдельно хочу похвалить прачечную: за 2 часа постирают и высушат огромную кипу одежды, пользовались 2 раза, перед отъездом нам даже всё сложили вплоть до носков по методу Кон Мари. Территория отеля зеленая, вокруг лес. Мы арендовывали машину, что оптимально на острове, но автобусные остановки тоже рядом были. В отеле есть небольшой магазинчик с едой и прочими вещами первой",3
"우리는 신혼 여행으로 제주도를 방문했습니다. 이 호텔은 숙박을 해변 근처에, 조용하고 편리한. 그들은 객실 내부에서 스스로 요리할 수 있습니다. 우리는 아주 편안했고 좋았다. 가격이 적당하다. 그러나 아침 식사가 형편 없었습니다. 우리는 적극 이 호텔을 추천합니다!",3
"호스트는 아주 친절하고 도움이 되었습니다. 그는 우리를 픽업해서 근처에 있는 동안 애월 버스 정류장에서 길을 잃었다. 이른 체크인을 할 때까지 우리는 9 편입니다. 방은 깨끗하고, 아름답게 꾸며져 있는 쾌적한 작은 부엌 이다. 자신을 요리할 수 있다면 그 이상의 여가시간! 또한, 이 곳은 아주 아름다운 주변 환경. 평화로운 바다를 걸어서 갈 뿐, 좋은 식당 GS25. 이 위치는 버스 정류장 (20 분 거리에 있는) 을 타고, 그리고 제주시. 할 수 있는 아주 좋은 대중 교통 수단이 없고. 차를 렌트 한다면 강력 추천합니다!",3
"По состоянию номеров,видно что отель достаточно новый. Но наше знакомство с ним началось не очень хорошо! Наш семейный номер на 4 человек включал только 2 кровати (1 двуспальная и 1 односпальная),спросили как спать 4 человеку,предложили спать на полу! После не долгой дискуссии,в номер принесли ещё одну кровать. При бронировании отеля,выбрали вариант с завтраками. Что сказать,если вы любите хлеб с соком,вам сюда. Кофе машина сломалась,к хлебу предложили джем и ореховую пасту,не густо,так сказать. Мы остались крайне недовольны этим,при этом мы не самые дотошные гости. Рядом с отелем есть магазин GS 25,и кафе с не самыми демократичными ценами!  Правда ,вид из окна немного сгладил ситуацию,берег в 300 метрах(не пляж). Бассейн заливается ледяной водой,что тоже не очень.",2
25000원에 일박하였습니다. 공항에서 그렇게 멀지 않으므로 늦은시간 도착해서 렌터가 있는 사람은 하루 묵으면 좋을 듯.. 네이버 검색결과 안좋은 리뷰가 있긴 한데 그정도는 아니라 봅니다. 다만 시설이 열악한건 사실임. 그치만 방 넓고 온수 따뜻하게 나오고 크게 불만 없었습니다.,2
"We stayed at the new wing of the hotel, at another building on the 3rd floor. We had a balcony facing the ocean. Room was true to picture. All basic amenities was provided even a little hair tie. Floor was heated too.  Aircon worked well. All adjustable. (Unlike some places with presets.)  There's a starbucks in front of the hotel with a good view. A few cafes nearby. Nice area 10 mins drive from aewol. Regret not staying there longer. Would love to come back again.",3
늦은 휴가겸 태교여행으로 선택한 제주.. 8월의 마지막 날이지만 숙박비를 포함한 모든 여행자 물가가 의외로 비쌌어요.. 아기도 함께하는 여행이라 숙박업체 선택이 제일 신경쓰였어요.. 1급 호텔을 가고싶었지만 너무 비싼 요금때문에..ㅎㅎ  폭풍검색 끝에 신규로 오픈한 호텔 몇군데 찾았는데.. 예약이 가능한 객실이 있는곳이 별로없었어요.. 리치호텔... 아무리 검색해도 후기가 없어서 고민 많이했는데.. 규모가 크진 않지만 저렴한 가격에 애월바다가 보이는 월풀 욕조가 있는 깔끔한 호텔이예요~ 가성비 좋은 제주 숙박업체예요~ 강추합니다^  ^,3
신축건물이고 모던한 방 디자인 인테리어 스파실 침실 모두 좋아요. 펜션처럼 음식해먹을 수 있는 인덕션도 있더군요. 그런데 그릇은 없었어요.,3
"방에서 보이는 사진 좋네요. 위치 보기, 성산일출봉과 가까운 곳에, 이 방은 꽤 비싼 이유는. 성산 일출봉 은 여러 해산물 식당을 찾을 수 있다. 흥미로운 아무것도 할 수 있는 지역을. 마트와 레스토랑이 있지만 호텔 앞에 있다. 저는 이 호텔을 추천하지 않을 경우 오랜 시간을 보낼 곳을 찾는다면 실내. 저는 전혀 생각 하지 않은 방 청소도 있기 때문에 나는 냉장고에서 유리 됩니다 사용할 수 있습니다. 저와 제 남편은 갑자기 일어나 새벽 2시까지 잠을 잘 수 있기 때문에 침대는 편안하지 않고 갑자기 4 문에 노크. 를 선택하지 않은 때 에 전화.",2
"가고 싶은 것을 사면, 아마도 제 남편이 한국, 우리에게 비싼 마트 직원들의 청원 을 하다. 뭐? 이렇게 보면 가난한? 나는 한국 문화를 이해하지. 아마 그들은 외국인만 열면? 어쨌든 저는 캄보디아, 같은 말을 하지 않는 태도.",2
its location is perfect if you want to visit Seongsan Ilchulbong or Udo. It takes less than  15 minutes to get there by taxi. The room was clean and the service was good but there was nothing much nearby. We had to walk for about 15~20 minutes to any restaurant. The area is very quiet though.   The hotel itself is quite far from the airport but we were able to get there by bus.,2
"여름 성수기에 방문했는데 가격적으로 괜찮았습니다. 리모델링을 했는지 신축을 했지는 건물, 시설물은 위생적이고 깨끗한 편이었으나 제주의 습한 기후 탓인지 벽지 등에 곰팡이가 슬어 제습기를 가동하고 있었으며, 곰팡이를 지운 흔적이 남아 있어 조금 불쾌했었습니다. 한여름 이외에 방문을 권장합니다.",3
성산일출봉 또는 우도가실분은 전날 여기서 숙박하시면 될듯합니다. 객실룸 상태는 가격대비 좋습니다. 다만 금연객실로 달라고 했음에도 불구하고 담배냄새가 나서 그 부분만 별로였습니다. 하지만 가격대비 룸상태는 훌륭한 편이라 관광일정이 빼곡히 있어 호텔이용을 안하는 날에는 이곳을 이용하면 가성비가 좋을듯 합니다.,3
일단 해안도로 근처라 주변 산책 하기 좋았구요 딱히 주변 시설을 이용할건 없었지만 펍이나 편의점이 있어서 아니면  차 타고 조금만 가면 노형 시내가 나오니 그렇게 문제가 될건 없다고 생각합니다  제가 머문 곳은 신관 룸이였는데 싱글베드1개와 더블베드1개가 있는 방이였습니다(아마 신관에 있는 룸이 다 호텔식 방만 있는 곳 같고 구관이 주방이 있는 펜션식 룸인거 같습니다)   룸컨디션이 정말 좋아 이 정도는 아닌데 그냥 겉보기에 괜찮을 정도였어요 한 가지 계속 눈에 띄는것은  방 아래쪽 벽지들이 다 긁혀있었는데 복도의 벽지들도 다 아래쪽 벽지들이 긁혀서 튿어져 있더라구요 여튼 이러 저러한 보수들은 신경 안 쓰시는거 같더라구요 사람 손때가 너무 묻어있는 그런 느낌이 많았습니다 군데군  데 오염이 있는 부분이 있었습니다 ,2
규모가 크진 않지만 편의점 바베큐 수영장 등 편의시설이 잘 되어있어요 세탁시설도 있구요 바로 앞에 도두봉이 있어 아름다운 전경도 볼수있어요 해안도로에 있어 오션뷰 객실 전망이 멋집니다,3
"공항에서 10분정도 거리에 위치해있습니다. 해안도로 바로 옆이라 전망이 좋고 1층과 도보 5분거리에 까페, 편의점, 약국 등 편의시설이 고루 갖춰있습니다. 리조트 본관 이용했는데 사진과 동일하게 욕실 주방 침대 등 굉장히 깔끔합니다. 크진 않지만 풀장도 관리가 잘 되고 있고요 바베큐장도 무료로 이용가능해요. 야자나무 조경이 굉장히 잘 되어있어서 제주시 근처인데도 휴양지 느낌이 많이 납니다. 자전거도 대여해준다고 하는데 이용은 못해봤구요 바로 앞에 도두봉이 있어 산책코스도 잘 되어있습니다.",3
"공항에서 필드 1km 10분 택시로.  80k 최저 2박을 예약했는데 작업하는 TV 및 에어컨 시설이 있습니다.  인터넷 및 갔습니다.  꽤 딱딱한 침대.  타피에이의 개선이 필요한 - 유지 보수가 부족함, 자신의 시설(Co 세도 er, 칫솔)  공항을 예 들릴 수 있습니다.  전반적으로 괜찮았어요.",2
공항에서 가까움. 우리는 특별한 $110.00 온라인을 통해. 있어 보이는 (하). 깨끗하고 좋습니다. 우리의 가격은 있어. 예약시 4 사람 많은 조금 실망했습니다. 에어컨은 약하고 일반적인 불만 이다. 요금 조심하세요. 와이파이 무료 및 확인.,1
"세탁기, 다리미 등 사소한것까지 갖추어져있어 묵기에 쾌적하고 편리했습니다. 바로 앞에는 바다가 보여 창밖으로 보이는 뷰가 탁트이고 좋았구요. 사장님 두분께서 친절히 맞이해주시고 꼼꼼히 신경 써 주셔서 굉장히 감사했습니다! 소수의 인원도, 여러명도 편리하게 이용 할 수 있을만한 구조라서  커플도, 다수의 인원이 있는 그룹도 쾌적하게 묵으실 수 있을 것 같다는 생각이 들었습니다. 좋은 숙소에 묵어서 더욱 즐거운 여행이 되었던 것  같아요. 강추! ",3
"2박 묵었어요~ 우선 공항에서 가까워서 좋았어요. 숙소가 바다 앞에 있었는데도 깨끗한 바다냄새만 나고, 생선 비린 냄새는 나지 않았어요. 주변도 주택가다 보니 조용합니다. 숙소 초입에 동네 마트랑 약국, 편의점도 있어서 편했습니다.  사장님 두분도 너무 친절하세요!!! 숙소앞에서도 마주쳐도 부담없었어요...엄청 잘해주세요ㅎㅎㅎ 숙소 주변에 마트 있는지 여쭤봤는데 일일이 위치 다 알려주시고, 놀러나가는데 어디에서 뭘 먹으라고 추천도 해주세요ㅎㅎㅎ 첫날 밤에 바닥도 차갑고 화장실에도 찬물밖에 안나와서 죄송함을 무릅쓰고 늦은 시간에 연락드렸는데도 사장님 두분 오셔서 확인해주시고 비어있는 따뜻한 방에서 잘 수 있도록 신경써 주셨어요ㅠㅠ 화장실에도 샴푸나 샤워용품 다 구비되어 있고요. 수건도 넉넉하게 바구니에 챙겨주셨어요. 토스트 먹을 수 있게 식빵과 초콜렛도 준비해주셨구요! 잼하고 버터도 냉장고에 준비해주셨더라고요. 아침에 잘 먹었어요ㅎㅎㅎ 침대가 생각보다 높아서 좀 딱딱하겠다..생각했는데 전혀 아니였어요!!! 베개도 폭신폭신하고 매트리스도 폭신폭신합니다. 그리고 여분 침구류도 챙겨주셔서 편하게 사용할 수 있었어요. 전체적으로 너무너무 만족했고요, 정말 다시 방문하고 싶은 숙소입니다. 사장님 두 분도 다음에 또 뵐 수 있었으면 좋겠어요~",3
시설들이 좀 노후가 되어 있어요.  넓지만 딱히 좋은건 없거 단체로 오면 괜찮겠다는 생각은 들더라구요!  진짜 한 15명 정도?! 콘도형 정도로 생각하시면 될거 같아요. 가끔 거름냄새 올러올때 있어요. ,2
 넓긴넓어서 여러가족 여행왔을때는 좋겠지만.. 또는 친구들 여러명 왔을 때도 좋을거 같은데 연인끼리는 비추  그리고 제가 갔을 때 근처 축사에서 작업을 해서 소똥냄새가 어마어마 했어요 ,2
가족여행으로 갔었어요~ 식구가 대식구라 좁으면 어쩌나 걱정했었는데 숙소도 넓고 넘 예뻤어요~ 아빠가 장애가 있으셔서 휠체어 사용을 하셔야 했는데 그것만 빼곤 넘 좋았어요~,3
"행사차 십여명이 두 채를 빌려 묵었습니다.  집 구조가 방 3개에 거실과 주방 등이 있는 형태지만, 2 베드의 방은 독채식으로 분리할 수 있어 편리합니다.  안방격인 트윈베드가 단체로 오긴 좀 아쉬운 점이 있지만, 3개의 화장실과 2군데의 주방시설이 소규모 단체 숙박엔 편리한 구조라 봅니다. TV는 거실과 독채에 각각 있고, 인터넷 잘 터집니다. 아쉬운 점은 5월임에도 주변 숲때문인지 파리 모기가 있고, 전자렌지가 없으며 냉장고가 작다는 정도를 들 수 있습니다. 암튼 가성비로 볼 때 탁월한 선택이 될 수 있다고 봅니다.",3
"이거 생각보다 힘들어 하는 곳이었고 6명 제주의 보석. 저는 책 였는데 SGD 257.94 (USD 204.29) 아고다를 통해. 살펴보기, 너무 좋아서 사실.  프로: 이곳은 거대한, 우리 2 퀸스 사이즈 침대, 싱글 침대 2, 3 식 객실, 2 부엌, 티비 2, 발코니 2, 거실 1, 심지어는 화장대 1 시청 방법. 퀸 사이즈 침대도 폭신하고 정말 편안하게. 무료 와이파이도 아주 좋았습니다. 서비스는 꽤 순물질, 중국어 및 영어 전혀 문제만 이야기. 우리 체크인 및 관리하는 사람에게 봉사하는 여자들은 친절하고 신속한 저녁 식사. 경치가 좋은, 이곳은 꽤 조용한, 우리는 아주 잘 잤다.   단점: 차가 필요하기에, 아주 원격 및 리뷰 읽었는데, 심지어 택시가 길을 잃다. 다음, 체크 인 시간은 꽤 늦게 4pm, 우리가 돌아보고 영겨에 였지만 친절하게도 2pm 의 짐을 맡길 수 있는 우리 방은 준비와 통화. 싱글 침대의 베개는 모든 플랫 기다리기보다는 힘들어. 다음, 사용할 수 있지만 핸드 타올 보다 요청 시. 이 하드 를 받은 방은 코딱지 하나, 개미가 득시글한 및 전원 포트. 다른 방에는 침대 옆의 램프가 까다로운.  또한 예약된 저녁에 각 30 싱가폴 달러 $무제한 바베 큐 돼지고기가, 스프와 측부를 모두 맛있어요. 나는 다시 돌아왔는데 모오이데 걸리더라도 전반적인 숙박.",2
"실내 인테리어가 화려하진 않지만 새것들이라서 근본적으로 깨끗함. 엘리베이터 등 기본시설에 문제 없으며, 주차는 앞쪽이 아닌 옆골목 쪽에만 하면, 밤낮으로 문제 없었음. 큰길가 이었음에도 차소리에 불편함 없었으며, 가격대비 적극 추천하고 싶은 곳임. 터미널 옆이라서, 음식점도 많고 특히 24시간 하는 식당(순두부집) 도 있었음",3
